	MNase_Overlap_5read1-SHIFT80_combined.cdt
Nuc-1403826-chr12_123384169_123384333_stddev=19.65881827075242	1.0
Nuc-1404024-chr12_123436573_123436737_stddev=16.804430632689968	25.0
Nuc-1405666-chr12_123973642_123973806_stddev=16.35443229284654	0.0
Nuc-1408570-chr12_124863734_124863898_stddev=16.192609958989028	1.0
Nuc-1408780-chr12_124914485_124914649_stddev=21.510172012329424	48.0
Nuc-1409044-chr12_124988943_124989107_stddev=15.066519173319364	6.0
Nuc-1187758-chr12_12891501_12891665_stddev=16.127960537870592	38.0
Nuc-1425499-chr12_133130830_133130994_stddev=6.873492413553948	62.0
Nuc-1201240-chr12_25195271_25195435_stddev=22.891046284519195	49.0
Nuc-1207953-chr12_28190856_28191020_stddev=17.78888541883511	40.0
Nuc-1209806-chr12_29149608_29149772_stddev=12.30853362509117	6.0
Nuc-1170328-chr12_2959335_2959499_stddev=18.427703245754213	0.0
Nuc-1216238-chr12_32106761_32106925_stddev=19.019458349762942	0.0
Nuc-1217113-chr12_32399477_32399641_stddev=20.355179521029367	20.0
Nuc-1230480-chr12_42238092_42238256_stddev=13.136644494368742	0.0
Nuc-1232543-chr12_43552070_43552234_stddev=6.104531605491856	14.0
Nuc-1240803-chr12_47705843_47706007_stddev=18.36300628982085	1.0
Nuc-1241023-chr12_47758965_47759129_stddev=17.69180601295413	29.0
Nuc-1242442-chr12_48157322_48157486_stddev=17.43288058364959	121.0
Nuc-1244853-chr12_48957284_48957448_stddev=20.441864457167476	16.0
Nuc-1244948-chr12_48979490_48979654_stddev=19.452756160046373	100.0
Nuc-1245023-chr12_48999423_48999587_stddev=15.179253019243808	17.0
Nuc-1245753-chr12_49189057_49189221_stddev=16.869960152755418	99.0
Nuc-1246389-chr12_49346792_49346956_stddev=9.693441224259116	38.0
Nuc-1246472-chr12_49367498_49367662_stddev=12.55342867222224	6.0
Nuc-1248137-chr12_49828251_49828415_stddev=14.335633923897472	2.0
Nuc-1248408-chr12_49903792_49903956_stddev=14.205828224906691	10.0
Nuc-1248989-chr12_50057326_50057490_stddev=22.503055348107733	11.0
Nuc-1250309-chr12_50400918_50401082_stddev=11.162478239489397	49.0
Nuc-1252538-chr12_51048332_51048496_stddev=9.889044942588907	95.0
Nuc-1255726-chr12_52051391_52051555_stddev=19.536497651432537	15.0
Nuc-1259105-chr12_53098086_53098250_stddev=16.07117112479094	45.0
Nuc-1259762-chr12_53268290_53268454_stddev=17.560016135148246	43.0
Nuc-1259874-chr12_53300077_53300241_stddev=18.9917745353087	99.0
Nuc-1262207-chr12_53985783_53985947_stddev=21.12611950098901	45.0
Nuc-1263366-chr12_54279540_54279704_stddev=23.286112933582444	121.0
Nuc-1268413-chr12_56104594_56104758_stddev=18.265406102425555	60.0
Nuc-1269068-chr12_56266920_56267084_stddev=16.533909132939648	10.0
Nuc-1269438-chr12_56359955_56360119_stddev=22.884249799564955	128.0
Nuc-1269931-chr12_56488049_56488213_stddev=18.48050023372985	12.0
Nuc-1270653-chr12_56688084_56688248_stddev=19.970513978649336	13.0
Nuc-1270898-chr12_56752471_56752635_stddev=20.02036000712312	61.0
Nuc-1271985-chr12_57078557_57078721_stddev=14.424051249141824	23.0
Nuc-1272022-chr12_57088009_57088173_stddev=18.71808921619206	64.0
Nuc-1274575-chr12_57755085_57755249_stddev=19.886483405122743	0.0
Nuc-1278413-chr12_62260675_62260839_stddev=14.89462990476769	13.0
Nuc-1165443-chr12_642614_642778_stddev=5.465943944999486	0.0
Nuc-1176862-chr12_6689167_6689331_stddev=24.245811493946743	10.0
Nuc-1176984-chr12_6724126_6724290_stddev=22.612680808195506	7.0
Nuc-1177347-chr12_6828377_6828541_stddev=15.917140820537664	0.0
Nuc-1177675-chr12_6927715_6927879_stddev=21.51014622294661	2.0
Nuc-1177838-chr12_6970526_6970690_stddev=17.897781385199583	12.0
Nuc-1296584-chr12_70366222_70366386_stddev=17.107355894727995	1.0
Nuc-1297199-chr12_70610049_70610213_stddev=16.495738085942076	6.0
Nuc-1305347-chr12_76031541_76031705_stddev=14.665719666396646	9.0
Nuc-1306379-chr12_76348211_76348375_stddev=22.646777766602398	72.0
Nuc-1306988-chr12_76559621_76559785_stddev=18.27277756664268	1.0
Nuc-1307845-chr12_76878876_76879040_stddev=19.95159959829317	0.0
Nuc-1310170-chr12_79934767_79934931_stddev=15.357395612537953	13.0
Nuc-1179977-chr12_8032753_8032917_stddev=19.52281987489944	3.0
Nuc-1181180-chr12_8697987_8698151_stddev=20.16361645567155	4.0
Nuc-1314808-chr12_88141936_88142100_stddev=13.320364062796186	68.0
Nuc-1181807-chr12_8950071_8950235_stddev=20.209110897446877	43.0
Nuc-1326106-chr12_93571028_93571192_stddev=14.67045405644359	5.0
Nuc-1326501-chr12_93677412_93677576_stddev=14.96732552373113	82.0
Nuc-1336531-chr12_98644851_98645015_stddev=16.1742832303793	38.0
Nuc-1512524-chr13_102773586_102773750_stddev=19.076644551569828	3.0
Nuc-1512570-chr13_102798854_102799018_stddev=14.510532573119278	21.0
Nuc-1514088-chr13_107867410_107867574_stddev=22.682922810892293	10.0
Nuc-1523362-chr13_114281994_114282158_stddev=23.0779793776233	20.0
Nuc-1431300-chr13_19863473_19863637_stddev=24.305873985604418	7.0
Nuc-1431498-chr13_19958728_19958892_stddev=11.232096865679178	4.0
Nuc-1431897-chr13_20160880_20161044_stddev=22.150996967781534	0.0
Nuc-1432488-chr13_20567190_20567354_stddev=22.024045807934563	7.0
Nuc-1436378-chr13_23578874_23579038_stddev=22.889225995360057	0.0
Nuc-1438135-chr13_24922655_24922819_stddev=21.862744380263305	5.0
Nuc-1441473-chr13_27270747_27270911_stddev=19.430788855719562	2.0
Nuc-1441856-chr13_27450415_27450579_stddev=15.137334272879384	10.0
Nuc-1445395-chr13_29850472_29850636_stddev=13.6019998529628	5.0
Nuc-1450395-chr13_33818129_33818293_stddev=14.440655953892755	9.0
Nuc-1456035-chr13_41061222_41061386_stddev=22.882853842997818	51.0
Nuc-1458437-chr13_42272146_42272310_stddev=12.560962454277849	0.0
Nuc-1468162-chr13_49495884_49496048_stddev=23.25618197383225	12.0
Nuc-1468336-chr13_49585400_49585564_stddev=11.35686554740032	2.0
Nuc-1472213-chr13_51584486_51584650_stddev=23.226382493836617	4.0
Nuc-1473253-chr13_52011958_52012122_stddev=20.431532003254187	2.0
Nuc-1480992-chr13_72781736_72781900_stddev=13.004206050351556	23.0
Nuc-1483152-chr13_75537668_75537832_stddev=15.107815651178697	12.0
Nuc-1500821-chr13_93226832_93226996_stddev=16.249298370776913	340.0
Nuc-1506467-chr13_97976677_97976841_stddev=28.57071427678549	2.0
Nuc-1510366-chr13_99971002_99971166_stddev=7.358929688062399	5.0
Nuc-1510391-chr13_99981763_99981927_stddev=20.753011829611623	1.0
Nuc-1629452-chr14_102304743_102304907_stddev=14.560219778561036	19.0
Nuc-1631198-chr14_102922965_102923129_stddev=19.517086531208154	5.0
Nuc-1530583-chr14_20684510_20684674_stddev=20.590181047177694	35.0
Nuc-1531633-chr14_21104130_21104294_stddev=22.343747571872438	26.0
Nuc-1532512-chr14_21476759_21476923_stddev=15.363918770938618	39.0
Nuc-1532597-chr14_21511118_21511282_stddev=20.586160399647138	62.0
Nuc-1535029-chr14_22871809_22871973_stddev=22.795648707593298	4.0
Nuc-1536899-chr14_23352853_23353017_stddev=19.761028917768652	27.0
Nuc-1537399-chr14_23556004_23556168_stddev=20.766928182146945	21.0
Nuc-1538484-chr14_24114796_24114960_stddev=17.022123116299117	3.0
Nuc-1538591-chr14_24147451_24147615_stddev=21.289016469114355	6.0
Nuc-1538705-chr14_24188654_24188818_stddev=19.889778927507567	21.0
Nuc-1538845-chr14_24232657_24232821_stddev=12.157193200490312	127.0
Nuc-1539280-chr14_24366633_24366797_stddev=13.39356188621981	18.0
Nuc-1539398-chr14_24398900_24399064_stddev=18.70894682653261	4.0
Nuc-1541447-chr14_28766086_28766250_stddev=18.129166187849528	30.0
Nuc-1549656-chr14_34714478_34714642_stddev=16.21277788248105	6.0
Nuc-1550356-chr14_35046442_35046606_stddev=29.163878793704253	9.0
Nuc-1551561-chr14_35534108_35534272_stddev=21.468322917472825	6.0
Nuc-1551975-chr14_35826429_35826593_stddev=20.777848980692465	10.0
Nuc-1553115-chr14_36662193_36662357_stddev=12.208558018410237	36.0
Nuc-1557068-chr14_44897290_44897454_stddev=17.589414430275955	6.0
Nuc-1558686-chr14_49599235_49599399_stddev=19.786732749481615	43.0
Nuc-1558930-chr14_49692993_49693157_stddev=14.974771027064802	3.0
Nuc-1563631-chr14_52791438_52791602_stddev=18.87955243113565	4.0
Nuc-1569788-chr14_57268697_57268861_stddev=19.810210610804834	2.0
Nuc-1571098-chr14_58395956_58396120_stddev=11.785160160133591	1.0
Nuc-1573499-chr14_60485903_60486067_stddev=26.656260296931215	24.0
Nuc-1574198-chr14_60980903_60981067_stddev=18.310167181711428	28.0
Nuc-1574719-chr14_61321712_61321876_stddev=17.691229234757397	0.0
Nuc-1578261-chr14_64504481_64504645_stddev=20.886598574205422	2.0
Nuc-1581547-chr14_66508034_66508198_stddev=9.227160769585009	14.0
Nuc-1582882-chr14_67532997_67533161_stddev=12.30231436663485	1.0
Nuc-1582882-chr14_67532997_67533161_stddev=12.30231436663485	1.0
Nuc-1588089-chr14_69767132_69767296_stddev=20.801684046528486	43.0
Nuc-1588891-chr14_70359519_70359683_stddev=19.767298595154575	68.0
Nuc-1590089-chr14_71320421_71320585_stddev=21.74904212450133	7.0
Nuc-1592208-chr14_72893947_72894111_stddev=14.666607480941188	12.0
Nuc-1592308-chr14_72926474_72926638_stddev=14.372651092098653	43.0
Nuc-1592566-chr14_73027011_73027175_stddev=11.259463140136017	10.0
Nuc-1593602-chr14_73458386_73458550_stddev=14.425628770771095	2.0
Nuc-1594178-chr14_73714215_73714379_stddev=18.184990446822358	0.0
Nuc-1594443-chr14_73787081_73787245_stddev=18.110770276274835	0.0
Nuc-1594652-chr14_73851876_73852040_stddev=18.74969387505202	18.0
Nuc-1595058-chr14_74019403_74019567_stddev=18.054700834470292	18.0
Nuc-1596375-chr14_74612462_74612626_stddev=19.118441173364744	2.0
Nuc-1597200-chr14_74955486_74955650_stddev=15.780393953679779	0.0
Nuc-1597340-chr14_75002890_75003054_stddev=13.340134319918574	32.0
Nuc-1597453-chr14_75051288_75051452_stddev=21.290590790261014	15.0
Nuc-1599681-chr14_75982372_75982536_stddev=18.291293791621975	0.0
Nuc-1601994-chr14_77028563_77028727_stddev=18.918685648497537	0.0
Nuc-1602377-chr14_77181640_77181804_stddev=19.861630723583602	28.0
Nuc-1603574-chr14_77708093_77708257_stddev=22.896165071906694	63.0
Nuc-1608843-chr14_88792622_88792786_stddev=18.437749789059147	2.0
Nuc-1608911-chr14_88824668_88824832_stddev=17.770571456105266	28.0
Nuc-1615821-chr14_93207269_93207433_stddev=17.664220655268796	1.0
Nuc-1830725-chr15_101251829_101251993_stddev=20.44826368886301	1.0
Nuc-1655090-chr15_26629072_26629236_stddev=23.77465825201279	29.0
Nuc-1664218-chr15_33194944_33195108_stddev=16.38795585034658	53.0
Nuc-1667549-chr15_34583506_34583670_stddev=23.5336930961505	0.0
Nuc-1668827-chr15_34969543_34969707_stddev=26.844386633894246	70.0
Nuc-1670251-chr15_35546016_35546180_stddev=13.731987951966302	8.0
Nuc-1681718-chr15_40763991_40764155_stddev=15.441502517566093	3.0
Nuc-1682032-chr15_40844015_40844179_stddev=16.984987368802113	2.0
Nuc-1682152-chr15_40874121_40874285_stddev=22.778484914497717	1.0
Nuc-1682466-chr15_40953435_40953599_stddev=19.256425352473183	21.0
Nuc-1683012-chr15_41116077_41116241_stddev=20.5367962447895	4.0
Nuc-1685229-chr15_41774452_41774616_stddev=18.200212428054343	9.0
Nuc-1687915-chr15_42575650_42575814_stddev=19.021204299879425	48.0
Nuc-1691000-chr15_43510615_43510779_stddev=23.74019668780169	35.0
Nuc-1691947-chr15_43777456_43777620_stddev=13.648652471424214	44.0
Nuc-1692030-chr15_43800655_43800819_stddev=11.78509519728516	110.0
Nuc-1693351-chr15_44288692_44288856_stddev=9.018359765192468	17.0
Nuc-1694677-chr15_44711211_44711375_stddev=21.131193618676633	74.0
Nuc-1698760-chr15_48178226_48178390_stddev=23.3771212068203	1.0
Nuc-1707758-chr15_51622668_51622832_stddev=9.902647876380316	6.0
Nuc-1713515-chr15_55408146_55408310_stddev=18.589002673843567	27.0
Nuc-1714765-chr15_55993478_55993642_stddev=21.783723562442162	6.0
Nuc-1715605-chr15_56365461_56365625_stddev=19.660439261937114	85.0
Nuc-1715796-chr15_56465039_56465203_stddev=23.842655519514228	34.0
Nuc-1727168-chr15_60478954_60479118_stddev=16.82663966658631	19.0
Nuc-1730156-chr15_62060245_62060409_stddev=14.483263511610225	13.0
Nuc-1730405-chr15_62165206_62165370_stddev=9.809292646374775	59.0
Nuc-1736291-chr15_64093709_64093873_stddev=22.130738803754387	83.0
Nuc-1736300-chr15_64095919_64096083_stddev=19.497692171126307	15.0
Nuc-1737270-chr15_64355930_64356094_stddev=19.738821994992506	28.0
Nuc-1740082-chr15_65133663_65133827_stddev=17.751113790867507	1.0
Nuc-1743430-chr15_66293561_66293725_stddev=19.640541363513968	0.0
Nuc-1750265-chr15_68229510_68229674_stddev=27.94085464019831	0.0
Nuc-1750265-chr15_68229510_68229674_stddev=27.94085464019831	0.0
Nuc-1751895-chr15_68820720_68820884_stddev=22.755241602939822	46.0
Nuc-1752386-chr15_69031726_69031890_stddev=19.712438888011302	9.0
Nuc-1759079-chr15_72117930_72118094_stddev=17.986865867904836	1.0
Nuc-1759732-chr15_72320104_72320268_stddev=21.908902300206645	1.0
Nuc-1759912-chr15_72375808_72375972_stddev=13.30965117515978	27.0
Nuc-1762513-chr15_73443068_73443232_stddev=19.430788855719562	79.0
Nuc-1763075-chr15_73633119_73633283_stddev=13.189552142293753	0.0
Nuc-1767661-chr15_74956358_74956522_stddev=11.84271928232701	0.0
Nuc-1769115-chr15_75347562_75347726_stddev=20.024365323564446	9.0
Nuc-1769194-chr15_75368593_75368757_stddev=10.273802626494401	36.0
Nuc-1770157-chr15_75647828_75647992_stddev=10.506689894746998	1.0
Nuc-1777280-chr15_78077066_78077230_stddev=22.21532879192503	54.0
Nuc-1779886-chr15_78872989_78873153_stddev=19.801795653705526	47.0
Nuc-1782525-chr15_79923391_79923555_stddev=15.346299759998537	7.0
Nuc-1782979-chr15_80059659_80059823_stddev=14.106012612951071	3.0
Nuc-1790440-chr15_82809626_82809790_stddev=10.865823286915694	5.0
Nuc-1798415-chr15_85794798_85794962_stddev=16.053482043291595	5.0
Nuc-1803304-chr15_88913231_88913395_stddev=14.01649821539682	0.0
Nuc-1807854-chr15_90234239_90234403_stddev=17.424216073761364	25.0
Nuc-1807854-chr15_90234239_90234403_stddev=17.424216073761364	25.0
Nuc-1807982-chr15_90265198_90265362_stddev=18.30729089218184	88.0
Nuc-1809638-chr15_90717424_90717588_stddev=19.03667675116629	36.0
Nuc-1810336-chr15_90903185_90903349_stddev=21.02971442718348	23.0
Nuc-1810678-chr15_90994372_90994536_stddev=19.77952456043205	9.0
Nuc-1825980-chr15_99105074_99105238_stddev=26.164315939298483	2.0
Nuc-1861791-chr16_10386048_10386212_stddev=11.05358847532412	52.0
Nuc-1863458-chr16_10941527_10941691_stddev=20.675953884489356	45.0
Nuc-1866473-chr16_11742621_11742785_stddev=27.85190110318734	0.0
Nuc-1874604-chr16_14975119_14975283_stddev=19.49127297593008	1.0
Nuc-1833990-chr16_154286_154450_stddev=16.60957905377166	40.0
Nuc-1834058-chr16_173395_173559_stddev=20.869009821605243	24.0
Nuc-1839304-chr16_1771624_1771788_stddev=15.38960180608972	2.0
Nuc-1839828-chr16_1943056_1943220_stddev=13.339114392984103	10.0
Nuc-1885077-chr16_19555661_19555825_stddev=25.738535743554298	32.0
Nuc-1839915-chr16_1964670_1964834_stddev=8.823795951856548	37.0
Nuc-1888644-chr16_20900816_20900980_stddev=18.30888856878947	11.0
Nuc-1889464-chr16_21158673_21158837_stddev=12.7712380928581	5.0
Nuc-1840912-chr16_2236445_2236609_stddev=13.861417275621164	82.0
Nuc-1893725-chr16_22374464_22374628_stddev=14.954352311659118	3.0
Nuc-1897418-chr16_23641106_23641270_stddev=12.710308377776354	17.0
Nuc-1897419-chr16_23641501_23641665_stddev=14.354850343875471	94.0
Nuc-1897841-chr16_23754639_23754803_stddev=18.01542548916221	10.0
Nuc-1841937-chr16_2531782_2531946_stddev=16.7842757173892	19.0
Nuc-1906919-chr16_27313609_27313773_stddev=17.06192764607798	0.0
Nuc-1910216-chr16_28403684_28403848_stddev=16.71197175679758	16.0
Nuc-1911310-chr16_28711471_28711635_stddev=21.764522610074508	9.0
Nuc-1912122-chr16_28925043_28925207_stddev=14.523343279011208	1.0
Nuc-1843486-chr16_2964213_2964377_stddev=25.06807059319297	61.0
Nuc-1843547-chr16_2980302_2980466_stddev=25.90772085691831	0.0
Nuc-1915520-chr16_29812218_29812382_stddev=17.504285189632853	8.0
Nuc-1915541-chr16_29816839_29817003_stddev=18.421276526898886	60.0
Nuc-1915732-chr16_29863068_29863232_stddev=10.03762244991745	9.0
Nuc-1916419-chr16_30052870_30053034_stddev=20.026851780641096	41.0
Nuc-1916420-chr16_30053144_30053308_stddev=20.38228397407906	15.0
Nuc-1916572-chr16_30091742_30091906_stddev=20.173993159511088	62.0
Nuc-1843722-chr16_3024095_3024259_stddev=26.464303788310776	55.0
Nuc-1917870-chr16_30429864_30430028_stddev=15.53858101629618	22.0
Nuc-1917930-chr16_30445726_30445890_stddev=9.484681527255905	19.0
Nuc-1918290-chr16_30534439_30534603_stddev=19.39872160736372	9.0
Nuc-1919153-chr16_30761899_30762063_stddev=11.214441403282391	46.0
Nuc-1919872-chr16_30949046_30949210_stddev=19.828604431956585	3.0
Nuc-1919910-chr16_30957739_30957903_stddev=18.033918659631972	4.0
Nuc-1921593-chr16_31442935_31443099_stddev=20.750658875081534	56.0
Nuc-1921840-chr16_31508227_31508391_stddev=21.66470343669629	1.0
Nuc-1922246-chr16_31713289_31713453_stddev=19.510355797707813	59.0
Nuc-1845006-chr16_3443298_3443462_stddev=25.02373872945448	63.0
Nuc-1834924-chr16_401917_402081_stddev=18.695471675168424	0.0
Nuc-1848747-chr16_4624843_4625007_stddev=16.207756107021456	3.0
Nuc-1953287-chr16_57186368_57186532_stddev=16.4245412586031	35.0
Nuc-1953464-chr16_57245244_57245408_stddev=16.859509350973283	8.0
Nuc-1955170-chr16_57735764_57735928_stddev=18.496836594102238	11.0
Nuc-1956205-chr16_58024704_58024868_stddev=20.879208749966825	15.0
Nuc-1956961-chr16_58249958_58250122_stddev=13.307681052685325	34.0
Nuc-1957700-chr16_58501477_58501641_stddev=20.909563119961994	68.0
Nuc-1964273-chr16_66549985_66550149_stddev=21.168594072351617	0.0
Nuc-1966504-chr16_67150935_67151099_stddev=21.742455588088482	22.0
Nuc-1966557-chr16_67164297_67164461_stddev=24.472206457303535	49.0
Nuc-1966892-chr16_67246827_67246991_stddev=19.798939989084218	19.0
Nuc-1969169-chr16_67846911_67847075_stddev=9.949089154289451	0.0
Nuc-1969517-chr16_67935536_67935700_stddev=17.08071617502917	90.0
Nuc-1972548-chr16_68843574_68843738_stddev=18.32181456321641	45.0
Nuc-1974076-chr16_69339758_69339922_stddev=24.877477542727057	28.0
Nuc-1975420-chr16_69726559_69726723_stddev=14.5152980524349	81.0
Nuc-1980292-chr16_71230600_71230764_stddev=12.91573948833795	51.0
Nuc-1982192-chr16_71895197_71895361_stddev=18.768220313870998	12.0
Nuc-1991636-chr16_75647495_75647659_stddev=21.96117786762207	32.0
Nuc-1993128-chr16_77190945_77191109_stddev=16.73453443801598	127.0
Nuc-2002562-chr16_80804191_80804355_stddev=15.542851955596188	14.0
Nuc-2003509-chr16_81096133_81096297_stddev=16.24807680927192	2.0
Nuc-2003509-chr16_81096133_81096297_stddev=16.24807680927192	2.0
Nuc-2007026-chr16_82011287_82011451_stddev=11.067971810589327	6.0
Nuc-2014347-chr16_84700003_84700167_stddev=11.230425146876312	0.0
Nuc-2015650-chr16_85011348_85011512_stddev=7.099870651308102	0.0
Nuc-2022667-chr16_87317197_87317361_stddev=22.04240628557198	50.0
Nuc-2027315-chr16_88662933_88663097_stddev=20.533419144778296	11.0
Nuc-2031172-chr16_89721028_89721192_stddev=18.773318832854248	7.0
Nuc-2031886-chr16_89923336_89923500_stddev=12.521002763520247	0.0
Nuc-2032426-chr16_90077181_90077345_stddev=14.400989693598309	99.0
Nuc-1836742-chr16_981405_981569_stddev=3.07967124868873	79.0
Nuc-2060482-chr17_15563394_15563558_stddev=16.548380249706884	15.0
Nuc-2060482-chr17_15563394_15563558_stddev=16.548380249706884	15.0
Nuc-2060773-chr17_15699617_15699781_stddev=13.049521064008442	14.0
Nuc-2060773-chr17_15699617_15699781_stddev=13.049521064008442	14.0
Nuc-2061433-chr17_15999511_15999675_stddev=16.722690967506008	2.0
Nuc-2062873-chr17_16653442_16653606_stddev=18.394209381637207	15.0
Nuc-2064107-chr17_17206187_17206351_stddev=22.067722469706744	0.0
Nuc-2066450-chr17_18039410_18039574_stddev=19.708881246788213	9.0
Nuc-2066603-chr17_18087923_18088087_stddev=17.24637643100718	37.0
Nuc-2067817-chr17_18682209_18682373_stddev=14.433602768847729	24.0
Nuc-2069690-chr17_19377728_19377892_stddev=21.788616331765827	26.0
Nuc-2069692-chr17_19378490_19378654_stddev=14.672763884149434	8.0
Nuc-2070102-chr17_19648749_19648913_stddev=6.5215498345790435	8.0
Nuc-2038996-chr17_2303628_2303792_stddev=14.07061555946371	1.0
Nuc-2081492-chr17_28319205_28319369_stddev=20.411593178747086	42.0
Nuc-2081556-chr17_28335618_28335782_stddev=9.627564593395363	31.0
Nuc-2081679-chr17_28371388_28371552_stddev=13.182776642270778	6.0
Nuc-2081797-chr17_28406166_28406330_stddev=19.364916731037084	1.0
Nuc-2082877-chr17_28711192_28711356_stddev=18.93171941478111	3.0
