	BNase_NoOverlap_midpoint_combined.cdt
Nuc-1178082-chr12_7060570_7060734_stddev=18.252092726284538	52.0
Nuc-1178177-chr12_7093237_7093401_stddev=8.706345588979296	113.0
Nuc-1178217-chr12_7109066_7109230_stddev=14.81931630115072	188.0
Nuc-1299720-chr12_71674706_71674870_stddev=26.602132797724227	85.0
Nuc-1300690-chr12_72030391_72030555_stddev=12.20908384749084	87.0
Nuc-1178680-chr12_7303444_7303608_stddev=16.335831016510912	47.0
Nuc-1178790-chr12_7369349_7369513_stddev=24.39387678270504	33.0
Nuc-1179270-chr12_7751616_7751780_stddev=5.341405455954262	48.0
Nuc-1179563-chr12_7890987_7891151_stddev=17.53075868295494	105.0
Nuc-1309125-chr12_79045010_79045174_stddev=21.166010488516726	69.0
Nuc-1180083-chr12_8066221_8066385_stddev=19.586252877340982	107.0
Nuc-1180203-chr12_8123576_8123740_stddev=13.350914334990204	34.0
Nuc-1313424-chr12_84911066_84911230_stddev=11.145502331533658	28.0
Nuc-1328351-chr12_94262578_94262742_stddev=20.201454537535135	60.0
Nuc-1329116-chr12_94615887_94616051_stddev=26.184707156828946	66.0
Nuc-1332580-chr12_95996360_95996524_stddev=12.051322541530451	35.0
Nuc-1183012-chr12_9760738_9760902_stddev=13.881355896399002	89.0
Nuc-1183216-chr12_9869195_9869359_stddev=12.060265337047937	39.0
Nuc-1514901-chr13_108270148_108270312_stddev=26.832524573733274	53.0
Nuc-1515501-chr13_108779468_108779632_stddev=7.362342129557216	35.0
Nuc-1519152-chr13_111320506_111320670_stddev=18.65366408171514	39.0
Nuc-1521156-chr13_113090153_113090317_stddev=19.769673745411176	48.0
Nuc-1521210-chr13_113122709_113122873_stddev=21.682005788210645	30.0
Nuc-1521890-chr13_113449075_113449239_stddev=15.469602249249979	101.0
Nuc-1522315-chr13_113758551_113758715_stddev=9.030811456096044	59.0
Nuc-1446760-chr13_30617091_30617255_stddev=12.346339488505574	125.0
Nuc-1469299-chr13_50014715_50014879_stddev=24.718324286964833	101.0
Nuc-1472799-chr13_51845081_51845245_stddev=17.972123689672777	87.0
Nuc-1472799-chr13_51845081_51845245_stddev=17.972123689672777	87.0
Nuc-1473964-chr13_52407016_52407180_stddev=17.66882848408462	42.0
Nuc-1497100-chr13_91398702_91398866_stddev=23.114912264057356	154.0
Nuc-1506712-chr13_98177230_98177394_stddev=19.19396163550678	34.0
Nuc-1509010-chr13_99307267_99307431_stddev=18.428817156159205	55.0
Nuc-1624286-chr14_100160200_100160364_stddev=9.9958324649159	32.0
Nuc-1631649-chr14_103099593_103099757_stddev=14.22598672236313	102.0
Nuc-1634596-chr14_104581498_104581662_stddev=8.107267621077595	82.0
Nuc-1636859-chr14_105486020_105486184_stddev=20.203287839017015	53.0
Nuc-1528947-chr14_19920156_19920320_stddev=21.73898188355042	48.0
Nuc-1529424-chr14_20223723_20223887_stddev=15.615207675333735	71.0
Nuc-1529968-chr14_20469382_20469546_stddev=16.9658434435191	107.0
Nuc-1530214-chr14_20557918_20558082_stddev=19.429101883514843	75.0
Nuc-1530581-chr14_20684109_20684273_stddev=23.28460520400062	71.0
Nuc-1530841-chr14_20803227_20803391_stddev=26.705272843263298	109.0
Nuc-1531286-chr14_20998532_20998696_stddev=16.187176756866055	62.0
Nuc-1531378-chr14_21024191_21024355_stddev=11.847064664990674	125.0
Nuc-1532646-chr14_21526082_21526246_stddev=14.412633609491248	136.0
Nuc-1534885-chr14_22835672_22835836_stddev=20.874459407504556	112.0
Nuc-1535912-chr14_23095556_23095720_stddev=16.88420530818341	150.0
Nuc-1536150-chr14_23154241_23154405_stddev=19.60109196250171	292.0
Nuc-1536725-chr14_23302719_23302883_stddev=16.829127401201543	239.0
Nuc-1536741-chr14_23306830_23306994_stddev=17.984250542825347	209.0
Nuc-1536741-chr14_23306830_23306994_stddev=17.984250542825347	209.0
Nuc-1537589-chr14_23636243_23636407_stddev=18.71155923432336	33.0
Nuc-1538367-chr14_24076656_24076820_stddev=15.720553503904874	56.0
Nuc-1538505-chr14_24120846_24121010_stddev=11.152677805003703	37.0
Nuc-1538652-chr14_24171526_24171690_stddev=22.812642693617647	42.0
Nuc-1538763-chr14_24207869_24208033_stddev=13.152352451177698	79.0
Nuc-1538950-chr14_24263459_24263623_stddev=8.460693430998036	42.0
Nuc-1539094-chr14_24309579_24309743_stddev=25.283013452331375	67.0
Nuc-1539112-chr14_24315359_24315523_stddev=24.955470546637297	55.0
Nuc-1557152-chr14_44962217_44962381_stddev=15.32799725991625	89.0
Nuc-1575047-chr14_61529054_61529218_stddev=20.713793097590692	45.0
Nuc-1579141-chr14_64914850_64915014_stddev=22.090722034374522	97.0
Nuc-1582503-chr14_67392711_67392875_stddev=20.37972849017703	51.0
Nuc-1583600-chr14_67819812_67819976_stddev=18.16149343391121	78.0
Nuc-1593054-chr14_73249783_73249947_stddev=24.904716379818172	34.0
Nuc-1593703-chr14_73490690_73490854_stddev=18.07713671941213	121.0
Nuc-1594894-chr14_73949936_73950100_stddev=15.446717458635462	162.0
Nuc-1598688-chr14_75522308_75522472_stddev=14.861875596989359	54.0
Nuc-1598988-chr14_75660666_75660830_stddev=22.136478234783716	87.0
Nuc-1615038-chr14_92659855_92660019_stddev=14.470236870972114	34.0
Nuc-1616276-chr14_94129457_94129621_stddev=9.678154093971983	30.0
Nuc-1639866-chr14_GL000194v1_random_114521_114685_stddev=19.189579021964704	321.0
Nuc-1651206-chr15_23447086_23447250_stddev=23.23445717033217	41.0
Nuc-1658176-chr15_28273747_28273911_stddev=18.354533197248273	24.0
Nuc-1659161-chr15_28848580_28848744_stddev=25.006110364380056	39.0
Nuc-1661507-chr15_30624412_30624576_stddev=21.787412834586195	46.0
Nuc-1663548-chr15_32642557_32642721_stddev=4.149966532662911	17.0
Nuc-1666057-chr15_34102080_34102244_stddev=20.645580640902306	96.0
Nuc-1675994-chr15_38628315_38628479_stddev=18.4346612307869	44.0
Nuc-1679656-chr15_40218594_40218758_stddev=20.113676938839404	37.0
Nuc-1679837-chr15_40267115_40267279_stddev=27.325413092797728	94.0
Nuc-1680406-chr15_40408107_40408271_stddev=21.418449990603897	62.0
Nuc-1681015-chr15_40564978_40565142_stddev=19.220041623263985	46.0
Nuc-1681749-chr15_40770917_40771081_stddev=14.024693990333313	74.0
Nuc-1681978-chr15_40829306_40829470_stddev=18.641906049463525	66.0
Nuc-1684355-chr15_41513758_41513922_stddev=13.23095505793714	115.0
Nuc-1685482-chr15_41841218_41841382_stddev=19.42721458847528	51.0
Nuc-1689730-chr15_43133493_43133657_stddev=19.489981400709443	79.0
Nuc-1689989-chr15_43214247_43214411_stddev=15.57776192739723	49.0
Nuc-1690091-chr15_43240158_43240322_stddev=18.117670931993437	95.0
Nuc-1691439-chr15_43631770_43631934_stddev=13.543910070581537	60.0
Nuc-1691458-chr15_43635302_43635466_stddev=11.419385572959053	77.0
Nuc-1694728-chr15_44729125_44729289_stddev=20.805999134864923	121.0
Nuc-1695930-chr15_45154080_45154244_stddev=18.893197415664126	81.0
Nuc-1700152-chr15_48810867_48811031_stddev=18.489636737012077	89.0
Nuc-1701186-chr15_49170248_49170412_stddev=19.59570553305467	182.0
Nuc-1707969-chr15_51681668_51681832_stddev=22.660629563880278	84.0
Nuc-1711869-chr15_53759824_53759988_stddev=25.42061392761291	71.0
Nuc-1721567-chr15_58410436_58410600_stddev=14.881942824182005	87.0
Nuc-1739058-chr15_64825503_64825667_stddev=22.563712178328192	106.0
Nuc-1739118-chr15_64842133_64842297_stddev=21.342843954413446	148.0
Nuc-1740025-chr15_65115723_65115887_stddev=24.41911819319718	76.0
Nuc-1741118-chr15_65423732_65423896_stddev=20.390478814818888	156.0
Nuc-1756873-chr15_70892369_70892533_stddev=19.314243448812586	57.0
Nuc-1757096-chr15_71110741_71110905_stddev=17.001176429882726	42.0
Nuc-1759322-chr15_72198249_72198413_stddev=20.128062223892517	36.0
Nuc-1764858-chr15_74202989_74203153_stddev=19.230248805873586	45.0
Nuc-1765432-chr15_74367688_74367852_stddev=16.90229274388537	48.0
Nuc-1767117-chr15_74818807_74818971_stddev=19.48218559493661	85.0
Nuc-1780296-chr15_78979684_78979848_stddev=16.540727410404482	114.0
Nuc-1782691-chr15_79971105_79971269_stddev=17.026156348395254	96.0
Nuc-1785735-chr15_81099393_81099557_stddev=15.043432681749248	135.0
Nuc-1785936-chr15_81159416_81159580_stddev=18.409605651586173	82.0
Nuc-1802205-chr15_88546443_88546607_stddev=11.750361948346942	111.0
Nuc-1806943-chr15_90001303_90001467_stddev=10.083765284743139	407.0
Nuc-1810196-chr15_90868563_90868727_stddev=21.35581901770943	136.0
Nuc-1810253-chr15_90883258_90883422_stddev=18.000277775634466	61.0
Nuc-1815114-chr15_92900204_92900368_stddev=13.74772708486752	38.0
Nuc-1867278-chr16_11964523_11964687_stddev=20.895199807611316	91.0
Nuc-1838203-chr16_1444792_1444956_stddev=11.070481270277076	29.0
Nuc-1874474-chr16_14928095_14928259_stddev=16.74461770904974	91.0
Nuc-1839381-chr16_1795666_1795830_stddev=24.34677457280051	40.0
Nuc-1884874-chr16_19487784_19487948_stddev=21.700614430625386	159.0
Nuc-1839924-chr16_1967109_1967273_stddev=21.52747311612378	45.0
Nuc-1887842-chr16_20675336_20675500_stddev=16.876063293533083	115.0
Nuc-1889942-chr16_21302540_21302704_stddev=25.667748894932984	99.0
Nuc-1840601-chr16_2153297_2153461_stddev=21.73476477903545	107.0
Nuc-1892721-chr16_22091864_22092028_stddev=24.33187210224483	62.0
Nuc-1840812-chr16_2210712_2210876_stddev=20.77696076825078	83.0
Nuc-1894327-chr16_22534452_22534616_stddev=18.167849614783535	104.0
Nuc-1834336-chr16_249490_249654_stddev=21.24888952680702	129.0
Nuc-1907206-chr16_27427152_27427316_stddev=14.324367350776788	34.0
Nuc-1910717-chr16_28538954_28539118_stddev=14.687674706357479	91.0
Nuc-1843096-chr16_2858016_2858180_stddev=22.30887604549416	46.0
Nuc-1910913-chr16_28596909_28597073_stddev=19.086403781955532	170.0
Nuc-1912383-chr16_28990063_28990227_stddev=19.131126469708992	71.0
Nuc-1914931-chr16_29663491_29663655_stddev=19.837359535314505	70.0
Nuc-1916642-chr16_30113514_30113678_stddev=16.054594358002323	34.0
Nuc-1843673-chr16_3011681_3011845_stddev=28.332442053717728	48.0
Nuc-1916967-chr16_30201558_30201722_stddev=10.901726717789384	74.0
Nuc-1917652-chr16_30371307_30371471_stddev=12.099684577041888	132.0
Nuc-1843873-chr16_3065505_3065669_stddev=17.75039123199511	101.0
Nuc-1919071-chr16_30740820_30740984_stddev=23.608054704138162	165.0
Nuc-1919668-chr16_30896578_30896742_stddev=9.500931417441619	182.0
Nuc-1920409-chr16_31088890_31089054_stddev=19.5021366350801	60.0
Nuc-1920575-chr16_31135572_31135736_stddev=21.555753733774697	110.0
Nuc-1921712-chr16_31474351_31474515_stddev=19.161827152824202	128.0
Nuc-1921758-chr16_31484583_31484747_stddev=22.562191142169734	112.0
Nuc-1921905-chr16_31527853_31528017_stddev=27.155600008045894	158.0
Nuc-1848393-chr16_4522961_4523125_stddev=17.73155839923006	65.0
Nuc-1931120-chr16_46748184_46748348_stddev=22.587009770676218	146.0
Nuc-1849115-chr16_4734966_4735130_stddev=21.517303012285144	184.0
Nuc-1943473-chr16_53052994_53053158_stddev=18.436105879496353	111.0
Nuc-1952837-chr16_57070025_57070189_stddev=27.10883414846328	53.0
Nuc-1954847-chr16_57654084_57654248_stddev=22.790562130457033	65.0
Nuc-1954908-chr16_57667485_57667649_stddev=16.79315336677421	65.0
Nuc-1957076-chr16_58284487_58284651_stddev=16.696144635056935	102.0
Nuc-1835561-chr16_629962_630126_stddev=23.457011850589105	91.0
Nuc-1964329-chr16_66565364_66565528_stddev=20.612833111653742	55.0
Nuc-1965975-chr16_67006987_67007151_stddev=25.699890563969333	93.0
Nuc-1966662-chr16_67190614_67190778_stddev=18.843827736158065	115.0
Nuc-1967426-chr16_67396152_67396316_stddev=12.551936452492477	145.0
Nuc-1969505-chr16_67932131_67932295_stddev=23.371843221182953	72.0
Nuc-1974115-chr16_69350604_69350768_stddev=28.015639079946958	77.0
Nuc-1976216-chr16_69952337_69952501_stddev=21.87187002121337	94.0
Nuc-1977506-chr16_70299223_70299387_stddev=17.572408509260377	133.0
Nuc-1978782-chr16_70654173_70654337_stddev=19.403563329867886	117.0
Nuc-1989759-chr16_75116608_75116772_stddev=13.888240277050206	154.0
Nuc-1991799-chr16_75701300_75701464_stddev=15.89089868940787	78.0
Nuc-1836133-chr16_783808_783972_stddev=23.24841691145633	67.0
Nuc-2011365-chr16_83932085_83932249_stddev=25.663839406083113	53.0
Nuc-2013516-chr16_84504507_84504671_stddev=12.746515758253079	231.0
Nuc-2028503-chr16_88976968_88977132_stddev=22.38054710879269	59.0
Nuc-2031867-chr16_89918851_89919015_stddev=15.506047207460709	281.0
Nuc-2036887-chr17_1279647_1279811_stddev=17.241383532722917	35.0
Nuc-2062432-chr17_16415573_16415737_stddev=21.706973725817548	163.0
Nuc-2037514-chr17_1645758_1645922_stddev=25.219040425836983	27.0
Nuc-2037676-chr17_1762679_1762843_stddev=18.046236911518886	66.0
Nuc-2066253-chr17_17972889_17973053_stddev=18.32981784476382	83.0
Nuc-2079391-chr17_27630396_27630560_stddev=12.542472223108792	107.0
Nuc-2082486-chr17_28612586_28612750_stddev=24.123202293412227	84.0
Nuc-2084341-chr17_29079368_29079532_stddev=15.419143945109274	38.0
Nuc-2087811-chr17_30203906_30204070_stddev=13.949995968152765	125.0
Nuc-2090169-chr17_30968474_30968638_stddev=28.226483574827384	93.0
Nuc-2091179-chr17_31313921_31314085_stddev=27.164130760987	82.0
Nuc-2094312-chr17_32350547_32350711_stddev=10.416185174057098	102.0
Nuc-2096210-chr17_32992386_32992550_stddev=20.26721490486544	79.0
Nuc-2101516-chr17_35120139_35120303_stddev=12.342890211595913	90.0
Nuc-2102159-chr17_35432479_35432643_stddev=8.642561978430956	39.0
Nuc-2102460-chr17_35558534_35558698_stddev=23.264183248552314	57.0
Nuc-2103316-chr17_35880351_35880515_stddev=10.920164833920778	34.0
Nuc-2041134-chr17_3609194_3609358_stddev=3.197221015541813	56.0
Nuc-2108267-chr17_38967305_38967469_stddev=21.382755253292828	27.0
Nuc-2041915-chr17_3916428_3916592_stddev=20.038737994398833	47.0
Nuc-2110599-chr17_39664022_39664186_stddev=20.80384579831335	150.0
Nuc-2110894-chr17_39738656_39738820_stddev=21.76404007655027	218.0
Nuc-2111497-chr17_39953527_39953691_stddev=21.733042625848263	196.0
Nuc-2113526-chr17_40501549_40501713_stddev=13.449494001221344	44.0
Nuc-2113765-chr17_40560881_40561045_stddev=18.00728247743735	158.0
Nuc-2115025-chr17_41468232_41468396_stddev=22.41093483101497	22.0
Nuc-2115231-chr17_41522908_41523072_stddev=19.02392499517968	63.0
Nuc-2117366-chr17_42121440_42121604_stddev=14.055248130146975	226.0
Nuc-2117987-chr17_42289235_42289399_stddev=13.990895337846347	127.0
Nuc-2119448-chr17_42683028_42683192_stddev=11.194624420328202	78.0
Nuc-2120035-chr17_42845513_42845677_stddev=21.720113112262272	55.0
Nuc-2120486-chr17_42979911_42980075_stddev=23.66051709502885	107.0
Nuc-2124768-chr17_44268043_44268207_stddev=18.76832437912346	43.0
Nuc-2125837-chr17_44556346_44556510_stddev=15.230087181482432	102.0
Nuc-2126979-chr17_44907332_44907496_stddev=19.22686199623387	157.0
Nuc-2128345-chr17_45262870_45263034_stddev=21.43731778348215	66.0
Nuc-2130539-chr17_46726374_46726538_stddev=16.524072824184778	45.0
Nuc-2131902-chr17_47209240_47209404_stddev=19.75461713015931	108.0
Nuc-2134409-chr17_47941647_47941811_stddev=19.27936403388401	94.0
Nuc-2134801-chr17_48036728_48036892_stddev=20.907905104715024	90.0
Nuc-2136693-chr17_48531853_48532017_stddev=15.23964939164438	159.0
Nuc-2136747-chr17_48544655_48544819_stddev=20.18714098521692	78.0
Nuc-2136979-chr17_48604826_48604990_stddev=20.739729720728977	340.0
Nuc-2137013-chr17_48612593_48612757_stddev=13.74772708486752	104.0
Nuc-2137977-chr17_48892838_48893002_stddev=14.830880530199078	157.0
Nuc-2044589-chr17_4940342_4940506_stddev=22.241103090149704	74.0
Nuc-2141297-chr17_49847865_49848029_stddev=17.897240694861203	131.0
Nuc-2144218-chr17_50658877_50659041_stddev=17.816378232775968	156.0
Nuc-2159546-chr17_58417383_58417547_stddev=24.685442952274524	147.0
Nuc-2159786-chr17_58488645_58488809_stddev=19.755650186357176	42.0
Nuc-2169167-chr17_61591072_61591236_stddev=21.063890903629368	54.0
Nuc-2175532-chr17_63752987_63753151_stddev=22.684429314693666	59.0
Nuc-2176473-chr17_64006679_64006843_stddev=16.896876571420602	157.0
Nuc-2177869-chr17_64391146_64391310_stddev=20.43513325627739	201.0
Nuc-2047621-chr17_6756014_6756178_stddev=19.6871362400257	58.0
Nuc-2190646-chr17_69060972_69061136_stddev=16.709491332524635	91.0
Nuc-2048491-chr17_7178025_7178189_stddev=12.45395841678113	135.0
Nuc-2048753-chr17_7263065_7263229_stddev=22.625861309572283	146.0
Nuc-2049220-chr17_7419517_7419681_stddev=18.586016248782308	38.0
Nuc-2199391-chr17_74443011_74443175_stddev=19.14871978456406	91.0
Nuc-2199645-chr17_74532150_74532314_stddev=17.44913242033031	32.0
Nuc-2049327-chr17_7455787_7455951_stddev=18.238232811724785	151.0
Nuc-2200222-chr17_74737828_74737992_stddev=16.641735739430928	86.0
Nuc-2201063-chr17_74959208_74959372_stddev=22.8019492344161	84.0
Nuc-2049614-chr17_7563178_7563342_stddev=7.3341618850115085	74.0
Nuc-2049663-chr17_7579583_7579747_stddev=16.294170736800325	53.0
Nuc-2204787-chr17_75910002_75910166_stddev=12.0206030613769	79.0
Nuc-2049707-chr17_7590967_7591131_stddev=17.13050149974171	89.0
Nuc-2207656-chr17_76643499_76643663_stddev=13.549292724468438	241.0
Nuc-2208012-chr17_76733245_76733409_stddev=17.346949779908474	74.0
Nuc-2209944-chr17_77319584_77319748_stddev=18.63803440630509	204.0
Nuc-2212661-chr17_78130769_78130933_stddev=18.617598084843102	159.0
Nuc-2212730-chr17_78146382_78146546_stddev=21.126050269749907	154.0
Nuc-2050465-chr17_7884793_7884957_stddev=13.4142024884958	90.0
Nuc-2215861-chr17_78979803_78979967_stddev=17.54676291766914	60.0
Nuc-2051057-chr17_8124000_8124164_stddev=10.560053940630462	134.0
Nuc-2223459-chr17_81329573_81329737_stddev=24.14311496058452	66.0
Nuc-2224617-chr17_81637233_81637397_stddev=21.864508015847218	106.0
Nuc-2224721-chr17_81663202_81663366_stddev=19.304958959894563	151.0
Nuc-2227085-chr17_82332906_82333070_stddev=15.415041038298	177.0
Nuc-2227202-chr17_82359232_82359396_stddev=24.869660230891775	83.0
Nuc-2051730-chr17_8339742_8339906_stddev=7.880950133074057	41.0
Nuc-2051886-chr17_8393804_8393968_stddev=23.98639069921755	29.0
Nuc-2053646-chr17_9575953_9576117_stddev=22.432278096344024	68.0
Nuc-2263947-chr18_11872475_11872639_stddev=15.801048389075513	65.0
Nuc-2285984-chr18_23134476_23134640_stddev=16.905784677309583	63.0
Nuc-2292642-chr18_25352025_25352189_stddev=23.30952332311882	210.0
Nuc-2304284-chr18_31447735_31447899_stddev=18.15026442687357	55.0
Nuc-2305239-chr18_31760786_31760950_stddev=15.871007809489884	31.0
Nuc-2322827-chr18_44697124_44697288_stddev=14.118155476179838	67.0
Nuc-2338189-chr18_57146905_57147069_stddev=16.298466185503468	36.0
Nuc-2387977-chr19_10112271_10112435_stddev=20.831226560142827	98.0
Nuc-2388714-chr19_10308740_10308904_stddev=17.130868824045866	48.0
Nuc-2389692-chr19_10569634_10569798_stddev=18.037683462444893	92.0
Nuc-2391692-chr19_11089486_11089650_stddev=15.860360034001852	99.0
Nuc-2395613-chr19_12581515_12581679_stddev=21.867163499324114	37.0
Nuc-2395780-chr19_12648953_12649117_stddev=15.970530712523908	55.0
Nuc-2396471-chr19_12835276_12835440_stddev=15.745714172208872	226.0
Nuc-2396674-chr19_12887040_12887204_stddev=19.98536920259644	188.0
Nuc-2400192-chr19_13953223_13953387_stddev=22.260198457207725	221.0
Nuc-2400478-chr19_14028072_14028236_stddev=23.73984513246833	165.0
Nuc-2401763-chr19_14381436_14381600_stddev=26.1059380218371	156.0
Nuc-2402123-chr19_14475749_14475913_stddev=23.811761799581316	80.0
Nuc-2402867-chr19_14689853_14690017_stddev=20.68105128742108	179.0
Nuc-2403121-chr19_14776807_14776971_stddev=11.955647201218342	48.0
Nuc-2405544-chr19_15615217_15615381_stddev=23.865456207665503	42.0
Nuc-2406260-chr19_15897951_15898115_stddev=15.941218553786653	32.0
Nuc-2406881-chr19_16134751_16134915_stddev=14.26350237494284	77.0
Nuc-2409478-chr19_16889000_16889164_stddev=13.841178825971328	127.0
Nuc-2411143-chr19_17377209_17377373_stddev=14.1970262926979	83.0
Nuc-2412677-chr19_17794814_17794978_stddev=22.498079479078065	181.0
Nuc-2413810-chr19_18098719_18098883_stddev=21.69598017042686	145.0
Nuc-2414990-chr19_18397519_18397683_stddev=15.761574197142323	80.0
Nuc-2419238-chr19_19529453_19529617_stddev=16.551057368035433	82.0
Nuc-2420109-chr19_19865886_19866050_stddev=18.16401498686932	157.0
Nuc-2422361-chr19_22010908_22011072_stddev=12.32629303562105	31.0
Nuc-2422537-chr19_22422171_22422335_stddev=19.33205615193915	21.0
Nuc-2362989-chr19_2249920_2250084_stddev=11.757976016304847	34.0
