accession	dataset	biosample_name	target_name	assay_term_name	assembly	output_type	file_format	file_format_type	derived_from
ENCFF892HSA	/experiments/ENCSR487ASM/	MCF-7	SMARCA5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF758TWM/|/files/ENCFF100HDM/|/files/ENCFF613VXB/
ENCFF606PZE	/experiments/ENCSR894SXR/	HepG2	TCF12	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF208MYK/|/files/ENCFF661IHD/|/files/ENCFF378WXQ/
ENCFF407VAS	/experiments/ENCSR807BGP/	K562	MTA1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF658ZHZ/|/files/ENCFF001TDO/|/files/ENCFF253PLF/|/files/ENCFF387NDE/
ENCFF714AHN	/experiments/ENCSR502NRF/	MCF-7	ELF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF491EBX/|/files/ENCFF001TDO/|/files/ENCFF938JGP/|/files/ENCFF138HSD/
ENCFF162IQJ	/experiments/ENCSR757EMK/	MCF-7	SUZ12	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF050ZNZ/|/files/ENCFF706VXW/|/files/ENCFF497GTZ/
ENCFF234MVI	/experiments/ENCSR330ADN/	MCF-7	DDX20	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF918SQP/|/files/ENCFF020VZO/|/files/ENCFF900OFB/
ENCFF466GTG	/experiments/ENCSR426URK/	K562	AFF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF653QLK/|/files/ENCFF413ETF/|/files/ENCFF306ZWZ/
ENCFF231HJU	/experiments/ENCSR416QLJ/	K562	CEBPB	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF408FLA/|/files/ENCFF001TDO/|/files/ENCFF519FSK/|/files/ENCFF441YTV/
ENCFF678QHT	/experiments/ENCSR851BNE/	K562	MEIS2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF509UMD/|/files/ENCFF327DRE/|/files/ENCFF001TDO/|/files/ENCFF697BKG/
ENCFF894CCA	/experiments/ENCSR119VCX/	K562	PHF21A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF452MJW/|/files/ENCFF776LQY/|/files/ENCFF700GJA/|/files/ENCFF001TDO/
ENCFF234MZM	/experiments/ENCSR376FMN/	HepG2	EHMT2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF235LYZ/|/files/ENCFF001TDO/|/files/ENCFF326NFT/|/files/ENCFF641ZKN/
ENCFF491DNM	/experiments/ENCSR145TSJ/	K562	ATF4	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF921XMX/|/files/ENCFF001TDO/|/files/ENCFF548UHD/|/files/ENCFF970NGB/
ENCFF851TZY	/experiments/ENCSR171FUX/	HepG2	FOXK2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF834WHV/|/files/ENCFF001TDO/|/files/ENCFF765WNF/|/files/ENCFF076ZSW/
ENCFF921SVE	/experiments/ENCSR818DQV/	K562	MAFG	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF421KPL/|/files/ENCFF703AYW/|/files/ENCFF638THQ/
ENCFF400NKF	/experiments/ENCSR670JDQ/	K562	RB1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF197MJO/|/files/ENCFF801LNJ/|/files/ENCFF001TDO/|/files/ENCFF634SVO/
ENCFF410JJC	/experiments/ENCSR000FCD/	K562	SMAD5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF131YKB/|/files/ENCFF001TDO/|/files/ENCFF235FTG/|/files/ENCFF875TQG/
ENCFF016XTQ	/experiments/ENCSR695EQB/	K562	ZNF24	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF309SZA/|/files/ENCFF001TDO/|/files/ENCFF924XOY/|/files/ENCFF720BVJ/
ENCFF663JQC	/experiments/ENCSR569XNP/	MCF-7	FOS	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF834BCC/|/files/ENCFF540SXF/|/files/ENCFF001TDO/|/files/ENCFF124QJZ/
ENCFF382VSA	/experiments/ENCSR810WXH/	MCF-7	TOE1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF775IIO/|/files/ENCFF028NEH/|/files/ENCFF270ZJX/
ENCFF559HEE	/experiments/ENCSR000EGM/	K562	CTCF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF264LXL/|/files/ENCFF595QHF/|/files/ENCFF545EHA/
ENCFF804JPD	/experiments/ENCSR000EFR/	K562	ZC3H11A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF547MRJ/|/files/ENCFF001TDO/|/files/ENCFF726OZS/|/files/ENCFF305IJI/
ENCFF833JTZ	/experiments/ENCSR109ODF/	MCF-7	HES1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF794UGE/|/files/ENCFF001TDO/|/files/ENCFF609EET/|/files/ENCFF779NYR/
ENCFF691VAI	/experiments/ENCSR910JAI/	K562	NCOR1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF620EUP/|/files/ENCFF584ZGO/|/files/ENCFF675VGK/
ENCFF610KUB	/experiments/ENCSR871TKJ/	K562	THRAP3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF613QHY/|/files/ENCFF119HTJ/|/files/ENCFF196BYO/
ENCFF667ODA	/experiments/ENCSR997NGQ/	K562	XRCC3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF784XMU/|/files/ENCFF676YFV/|/files/ENCFF603XIY/
ENCFF329MOF	/experiments/ENCSR000BIE/	HepG2	CTCF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF327TVJ/|/files/ENCFF297IFU/|/files/ENCFF487OYC/
ENCFF829KBM	/experiments/ENCSR757IIU/	K562	HMBOX1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF052IOC/|/files/ENCFF514IDT/|/files/ENCFF037FVZ/
ENCFF693ERI	/experiments/ENCSR764OXF/	K562	RBM39	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF516RWD/|/files/ENCFF001TDO/|/files/ENCFF931FDJ/|/files/ENCFF385SRC/
ENCFF852IKH	/experiments/ENCSR283ZRI/	K562	POLR2G	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF102MCA/|/files/ENCFF791LFD/|/files/ENCFF663NYD/
ENCFF321RTR	/experiments/ENCSR608XTF/	K562	RNF2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF134OWN/|/files/ENCFF059LBQ/|/files/ENCFF789DUE/
ENCFF250QWW	/experiments/ENCSR000EWE/	K562	ZNF274	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF565OZP/|/files/ENCFF001TDO/|/files/ENCFF337RTD/|/files/ENCFF556HBG/
ENCFF223YTT	/experiments/ENCSR000DJW/	K562	NR4A1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF368NGK/|/files/ENCFF771WFB/|/files/ENCFF585FBZ/
ENCFF865IDL	/experiments/ENCSR162IEM/	K562	MYBL2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF677IKS/|/files/ENCFF534CIF/|/files/ENCFF486FET/
ENCFF345YFV	/experiments/ENCSR000BME/	K562	ZBTB7A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF101JWH/|/files/ENCFF412YTK/|/files/ENCFF644MVI/
ENCFF138XKG	/experiments/ENCSR666QNP/	HepG2	TEAD3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF665ISI/|/files/ENCFF001TDO/|/files/ENCFF348RIO/|/files/ENCFF782XJT/
ENCFF623EST	/experiments/ENCSR000EZV/	K562	MYC	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF837BDB/|/files/ENCFF028OCG/|/files/ENCFF951BWR/
ENCFF615QOD	/experiments/ENCSR000BNW/	K562	SIX5	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF521MOS/|/files/ENCFF738BIG/|/files/ENCFF066ONU/
ENCFF906TPA	/experiments/ENCSR000BJL/	HepG2	REST	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF413BWR/|/files/ENCFF816UIF/|/files/ENCFF884SBE/
ENCFF895IBP	/experiments/ENCSR569ARC/	HepG2	NFYC	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF103QCD/|/files/ENCFF065MVG/|/files/ENCFF001TDO/|/files/ENCFF867UCI/
ENCFF054JWD	/experiments/ENCSR000EDV/	HepG2	EP300	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF119LSM/|/files/ENCFF508ZEB/|/files/ENCFF416FNH/
ENCFF425TFY	/experiments/ENCSR000EEL/	HepG2	TBP	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF791JVM/|/files/ENCFF967KDT/|/files/ENCFF469IRK/
ENCFF032MDN	/experiments/ENCSR613NUC/	K562	ARNT	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF829KFC/|/files/ENCFF848FSH/|/files/ENCFF001TDO/|/files/ENCFF505URD/
ENCFF449UFI	/experiments/ENCSR017CEO/	MCF-7	CUX1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF876DVV/|/files/ENCFF001TDO/|/files/ENCFF508BAI/|/files/ENCFF411WAC/
ENCFF577BMW	/experiments/ENCSR364SNE/	K562	POU5F1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF272EQO/|/files/ENCFF768INF/|/files/ENCFF001TDO/|/files/ENCFF705MDG/
ENCFF188ZMQ	/experiments/ENCSR742TMU/	K562	ZNF282	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF313WJM/|/files/ENCFF802MWF/|/files/ENCFF603AEE/
ENCFF358IAH	/experiments/ENCSR051OUX/	K562	NFATC3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF607MDM/|/files/ENCFF001TDO/|/files/ENCFF596YYO/|/files/ENCFF631AZA/
ENCFF934MUQ	/experiments/ENCSR669NFS/	K562	ARNT	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF333QJD/|/files/ENCFF286UPH/|/files/ENCFF968TKP/
ENCFF436VLT	/experiments/ENCSR000ATW/	K562	CBX8	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF878IXX/|/files/ENCFF899WHU/|/files/ENCFF259GGN/
ENCFF212CTR	/experiments/ENCSR067HGI/	A549	CHD2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF288VSN/|/files/ENCFF645PAM/|/files/ENCFF804YIE/|/files/ENCFF001TDO/
ENCFF762QHA	/experiments/ENCSR000EDN/	HepG2	MAZ	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF969CUT/|/files/ENCFF668ITU/|/files/ENCFF479LKN/
ENCFF548RXT	/experiments/ENCSR120MPG/	K562	PRDM10	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF443DXB/|/files/ENCFF752PUJ/|/files/ENCFF001TDO/|/files/ENCFF394QGN/
ENCFF724TVS	/experiments/ENCSR797SWM/	K562	MITF	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF652VBD/|/files/ENCFF420EZA/|/files/ENCFF958FGE/
ENCFF772GVZ	/experiments/ENCSR654CQU/	K562	SNIP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF842STK/|/files/ENCFF001TDO/|/files/ENCFF363FXM/|/files/ENCFF039BZL/
ENCFF625IYZ	/experiments/ENCSR632SHZ/	K562	NFE2L1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF197SSW/|/files/ENCFF001TDO/|/files/ENCFF627BPL/|/files/ENCFF771POP/
ENCFF595DQM	/experiments/ENCSR343ELW/	K562	LEF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF421AHE/|/files/ENCFF857NTV/|/files/ENCFF506NOD/
ENCFF346SGM	/experiments/ENCSR370NFS/	K562	ZNF280A	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF310DOZ/|/files/ENCFF082MXA/|/files/ENCFF434UXV/
ENCFF524VYB	/experiments/ENCSR465BWW/	HepG2	SRSF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF587MXU/|/files/ENCFF143VYB/|/files/ENCFF001TDO/|/files/ENCFF675XWW/
ENCFF148RRJ	/experiments/ENCSR177XCS/	K562	BRD9	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF794YNX/|/files/ENCFF001TDO/|/files/ENCFF155ELE/|/files/ENCFF827TVA/
ENCFF592GPF	/experiments/ENCSR934JDG/	MCF-7	CLOCK	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF700KCM/|/files/ENCFF646NKR/|/files/ENCFF304PKL/
ENCFF985CTN	/experiments/ENCSR402JAC/	MCF-7	ZNF574	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF182RMK/|/files/ENCFF113NRF/|/files/ENCFF025JML/
ENCFF189QCJ	/experiments/ENCSR072VUO/	K562	SAFB	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF297NXF/|/files/ENCFF677EHH/|/files/ENCFF001TDO/|/files/ENCFF415VFS/
ENCFF608XIU	/experiments/ENCSR957LDM/	K562	TRIM24	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF303OST/|/files/ENCFF121KKJ/|/files/ENCFF261OOY/
ENCFF583YAO	/experiments/ENCSR754MUD/	HepG2	SKI	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF360EGT/|/files/ENCFF001TDO/|/files/ENCFF601QAF/|/files/ENCFF100FCL/
ENCFF342ZVG	/experiments/ENCSR690GUG/	K562	U2AF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF658SVX/|/files/ENCFF473NOQ/|/files/ENCFF948OFI/
ENCFF092MAF	/experiments/ENCSR465XQW/	MCF-7	ZNF217	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF260SLH/|/files/ENCFF959GOJ/|/files/ENCFF931OYK/
ENCFF965CMV	/experiments/ENCSR309ELI/	MCF-7	ZBTB1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF008QTZ/|/files/ENCFF097ZJV/|/files/ENCFF001TDO/|/files/ENCFF360QVF/
ENCFF610XQH	/experiments/ENCSR598TIR/	K562	ZNF507	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF396RQL/|/files/ENCFF001TDO/|/files/ENCFF096XNX/|/files/ENCFF211EQN/
ENCFF866QXR	/experiments/ENCSR832OGB/	K562	LEF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF804WBF/|/files/ENCFF001TDO/|/files/ENCFF700RYG/|/files/ENCFF404ZDG/
ENCFF588TAS	/experiments/ENCSR948KMB/	K562	PTBP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF882YQN/|/files/ENCFF921LEX/|/files/ENCFF479MVC/
ENCFF371FIK	/experiments/ENCSR128IYN/	HepG2	SNRNP70	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF568NCD/|/files/ENCFF253IKF/|/files/ENCFF441DMR/
ENCFF140GXH	/experiments/ENCSR822LBD/	K562	RBFOX2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF309FGP/|/files/ENCFF590JZV/|/files/ENCFF470QLV/
ENCFF251NNX	/experiments/ENCSR864KNH/	MCF-7	YBX1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF820VNX/|/files/ENCFF342POD/|/files/ENCFF588PWO/
ENCFF719KST	/experiments/ENCSR331GDC/	K562	ZBTB11	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF416FBH/|/files/ENCFF929FJI/|/files/ENCFF429ZJG/
ENCFF082PCH	/experiments/ENCSR349TZO/	K562	NCOA2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF550GTF/|/files/ENCFF162LKJ/|/files/ENCFF917NDP/
ENCFF546ZGF	/experiments/ENCSR000EGL/	K562	IRF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF920BWA/|/files/ENCFF517QNU/|/files/ENCFF025ZWJ/
ENCFF740VTJ	/experiments/ENCSR948QLZ/	K562	CBX1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF908UOT/|/files/ENCFF135TJX/|/files/ENCFF491AYX/
ENCFF826CYV	/experiments/ENCSR000AQA/	K562	KDM5B	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF758VGA/|/files/ENCFF629JIS/|/files/ENCFF001TDO/|/files/ENCFF106WXI/
ENCFF568LSV	/experiments/ENCSR940MHE/	MCF-7	MBD2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF055PQZ/|/files/ENCFF663NEE/|/files/ENCFF550XLN/
ENCFF531QQR	/experiments/ENCSR835TCD/	K562	HDAC8	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF867FAH/|/files/ENCFF001TDO/|/files/ENCFF220RNG/|/files/ENCFF690UHD/
ENCFF209OUI	/experiments/ENCSR795IYP/	K562	JUNB	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF325KGM/|/files/ENCFF001TDO/|/files/ENCFF127XOZ/|/files/ENCFF997SXB/
ENCFF884CMO	/experiments/ENCSR091GVJ/	K562	ATF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF621JGB/|/files/ENCFF001TDO/|/files/ENCFF077HXE/|/files/ENCFF234YBT/
ENCFF850HGO	/experiments/ENCSR863KUB/	K562	TCF7	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF086FEW/|/files/ENCFF127VYL/|/files/ENCFF588ZYR/
ENCFF003PSH	/experiments/ENCSR633EIC/	K562	PBX2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF906WAQ/|/files/ENCFF539OHR/|/files/ENCFF597QZY/
ENCFF752JAM	/experiments/ENCSR552PSV/	K562	MCM2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF612RKY/|/files/ENCFF322PWJ/|/files/ENCFF834QOU/
ENCFF843PZW	/experiments/ENCSR253OON/	HepG2	ATF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF091AYC/|/files/ENCFF246FCW/|/files/ENCFF705EEN/
ENCFF639VNB	/experiments/ENCSR331ORD/	HepG2	CREB1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF269RLS/|/files/ENCFF680TBL/|/files/ENCFF628ATN/
ENCFF157FKT	/experiments/ENCSR278JQG/	HepG2	IKZF1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF835OWQ/|/files/ENCFF727PSQ/|/files/ENCFF916ARR/
ENCFF834ACA	/experiments/ENCSR993LMB/	HepG2	TGIF2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF414XQK/|/files/ENCFF974HXD/|/files/ENCFF743RLT/
ENCFF682HTY	/experiments/ENCSR616WEG/	HepG2	HBP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF321CVZ/|/files/ENCFF216XJM/|/files/ENCFF033FPH/
ENCFF915SSM	/experiments/ENCSR801RPW/	K562	GTF2A2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF796QIY/|/files/ENCFF490ZQW/|/files/ENCFF124LKA/
ENCFF085ENX	/experiments/ENCSR170DNV/	HepG2	PHB2	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF567TXV/|/files/ENCFF059FYG/|/files/ENCFF843HVE/
ENCFF852HHF	/experiments/ENCSR618ICR/	A549	RCOR1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF105LXO/|/files/ENCFF348XCJ/|/files/ENCFF821INE/
ENCFF220IME	/experiments/ENCSR996ESX/	K562	NFRKB	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF648NVD/|/files/ENCFF630SOG/|/files/ENCFF139EAR/
ENCFF583QKD	/experiments/ENCSR532EMP/	K562	ZNF740	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF996DAB/|/files/ENCFF415MTB/|/files/ENCFF606TEA/
ENCFF125XVE	/experiments/ENCSR201NQZ/	K562	CTBP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF066ESG/|/files/ENCFF860LBQ/|/files/ENCFF467AZP/
ENCFF708LIZ	/experiments/ENCSR223MLH/	K562	BRCA1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF302RJE/|/files/ENCFF248TTW/|/files/ENCFF507JPU/
ENCFF212JMM	/experiments/ENCSR018MQH/	MCF-7	ZNF579	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF052VEU/|/files/ENCFF125FFS/|/files/ENCFF932GYE/
ENCFF991PHJ	/experiments/ENCSR288MOZ/	K562	LARP7	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF125FXN/|/files/ENCFF596AQS/|/files/ENCFF245HDG/
ENCFF478DQU	/experiments/ENCSR439OCL/	K562	ZNF407	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF858SYW/|/files/ENCFF013YBA/|/files/ENCFF197HUM/
ENCFF297OMH	/experiments/ENCSR742IDN/	K562	NR2C1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF735EGA/|/files/ENCFF406JPU/|/files/ENCFF497RBU/
ENCFF775ODT	/experiments/ENCSR996DUT/	A549	JUN	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF155WKH/|/files/ENCFF716DUT/|/files/ENCFF967FLQ/
ENCFF985NVN	/experiments/ENCSR506HXN/	HepG2	TRIM22	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF383SFZ/|/files/ENCFF289OSX/|/files/ENCFF171UYN/
ENCFF467YYR	/experiments/ENCSR808AKZ/	K562	BCOR	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF636VOC/|/files/ENCFF763UFC/|/files/ENCFF279NYK/
ENCFF663HVK	/experiments/ENCSR167KBO/	K562	ZNF316	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF226IEC/|/files/ENCFF247ZEK/|/files/ENCFF792BGD/
ENCFF133TIH	/experiments/ENCSR907JPB/	K562	ZMIZ1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF469ORR/|/files/ENCFF248AZH/|/files/ENCFF041EID/
ENCFF300XAN	/experiments/ENCSR567JEU/	K562	YBX3	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF277IZH/|/files/ENCFF214PFV/|/files/ENCFF898TYH/
ENCFF668ECR	/experiments/ENCSR096KWU/	MCF-7	ZNF207	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF669TVR/|/files/ENCFF454VVC/|/files/ENCFF517DCO/
ENCFF848WYC	/experiments/ENCSR729LGA/	MCF-7	SP1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF546ASI/|/files/ENCFF096VAL/|/files/ENCFF852HEY/
ENCFF566DXN	/experiments/ENCSR799GOY/	HepG2	YBX1	ChIP-seq	hg19	conservative IDR thresholded peaks	bed	narrowPeak	/files/ENCFF001TDO/|/files/ENCFF716TQR/|/files/ENCFF674AYU/|/files/ENCFF527RBD/
